userId,movieId,rating,timestamp
80,40583,4.0,1377309137
464,1653,4.0,1287400391
290,2827,2.0,975032200
45,1302,5.0,1091305660
368,3769,3.0,975829254
599,533,2.5,1498514076
249,3793,4.0,1346841365
514,16,3.5,1533872553
305,25,3.0,1518197993
447,253,4.0,836960825
555,1772,3.0,980126214
352,65682,3.0,1493675129
387,1291,3.5,1094877559
167,3408,3.5,1154718990
369,2371,2.5,1236830407
50,837,2.5,1514239044
552,6003,3.0,1112151145
32,314,4.0,856737002
94,161,4.0,843406732
414,8362,2.5,1216150064
288,42015,2.5,1161012573
608,1350,3.5,1117502917
428,1653,3.5,1111623123
590,1233,4.5,1258421363
372,318,5.0,874417242
600,3504,2.0,1237762538
334,6350,3.5,1225477583
552,5378,4.0,1111473022
288,4047,3.0,979163671
240,186,3.0,849122483
330,253,4.5,1285905179
274,3476,4.0,1171785394
448,1129,3.0,1019125369
122,54995,5.0,1461562598
258,122918,3.5,1534892501
171,1265,3.0,866905795
345,1327,3.0,1342828937
226,55290,4.0,1194473358
414,1952,4.0,961516776
446,296,4.0,843839122
272,108190,3.0,1533566252
494,316,3.0,1001666423
448,73017,4.0,1310216014
66,50,4.0,1104644110
436,376,3.0,833530232
298,5014,0.5,1447598721
385,422,3.0,834692559
221,527,3.0,1118246687
312,260,5.0,1043175564
93,1641,4.0,942766804
608,3793,4.0,1117161991
274,2490,4.0,1171944397
484,1015,4.0,1342227908
298,4878,3.5,1447598119
100,377,4.0,1100184047
80,81591,4.0,1377308981
499,2337,4.0,1289960105
484,1821,3.0,1342228225
187,3328,5.0,1161954924
573,1214,4.5,1248842008
414,2908,4.0,976894910
225,2248,4.0,949111600
15,6377,3.0,1510577979
415,1221,5.0,1382469965
414,5258,2.0,1050934985
610,113573,3.0,1493847726
298,79695,2.5,1447599179
275,1466,3.0,1049078858
111,130087,3.0,1517441246
105,5618,4.0,1446571759
480,5025,3.0,1179165393
555,851,3.0,978749155
111,98083,5.0,1516153402
19,2081,4.0,965709068
352,115617,4.5,1493674292
414,4898,2.5,1072058268
74,46723,4.5,1207500869
222,1059,2.0,1391375308
140,3557,3.0,967049233
414,6832,4.0,1065800202
35,339,5.0,830939488
381,2273,4.0,1167542537
606,3147,3.5,1172157210
288,1754,2.0,978466058
219,3248,2.0,1198782725
247,1270,4.0,1467644149
448,4848,3.0,1069097404
244,2427,1.0,975091915
42,1191,4.0,996220487
414,68205,3.5,1273977535
167,1215,5.0,1154721694
161,2144,2.0,1176498658
414,2060,4.0,961439405
89,4928,2.0,1520408929
179,500,4.0,840907726
57,107,3.0,965797786
18,32587,3.5,1455654945
557,231,3.5,1452797746
199,858,4.0,940379738
606,6786,4.0,1173570152
171,1210,5.0,866904240
274,374,3.5,1171830130
561,1552,2.5,1491091440
371,3809,4.0,1407691803
599,2382,1.5,1498504291
18,27878,4.5,1526159893
414,280,4.0,961518040
560,8638,3.0,1469650804
50,79702,2.0,1527108178
202,1214,4.0,974921250
268,2178,4.0,940173963
441,2571,5.0,1449070470
352,30707,4.0,1493932060
425,1047,3.5,1085490872
599,2428,3.0,1498523645
367,1517,1.0,997812079
82,2000,4.5,1084468140
69,356,4.0,1021643709
596,1198,3.5,1535627318
517,3599,1.0,1487957268
602,224,3.0,840876123
414,5015,4.0,1024063027
100,923,3.5,1100185889
6,631,4.0,845555265
32,1084,4.0,856737338
560,377,4.0,1469653411
549,58559,4.0,1464282654
551,112852,3.0,1504320843
4,1073,4.0,945079483
600,1573,2.5,1237715321
387,674,1.0,1117356451
318,143355,3.5,1512681939
68,88744,4.0,1313622695
140,7143,3.5,1075154237
260,3893,3.5,1109409208
427,6238,2.5,1053069302
292,500,4.0,1265680410
414,134130,5.0,1485656565
382,160980,4.0,1515162521
606,2410,2.0,1172011499
448,68554,2.0,1322404945
304,1391,2.0,881428445
219,4306,4.5,1194931848
111,5524,3.5,1518640673
590,4267,3.0,1258419369
115,2719,3.0,958345549
489,93326,3.5,1332772681
307,8873,4.5,1204234757
66,6936,4.5,1113189727
555,196,3.0,978841950
111,1206,1.5,1516153663
380,1064,4.0,1493668095
525,71462,4.0,1476477288
476,480,4.0,835021636
586,2028,2.5,1529899290
600,736,2.5,1237715103
307,203,2.5,1186163251
305,87306,2.0,1460366086
382,44555,5.0,1515160661
349,349,5.0,834750363
380,5218,4.0,1494528190
596,1356,4.5,1535709677
34,6387,4.5,1166463791
307,2985,2.5,1189529210
601,50,5.0,1441639169
580,1304,3.0,1167673414
182,2291,2.5,1054779600
443,296,4.0,1501722467
448,20,3.0,1019124922
68,55112,4.0,1261085268
414,3108,3.0,961438502
137,923,5.0,1204859839
596,165639,3.5,1535721423
275,1123,5.0,1049076228
4,2763,1.0,964778621
489,34,2.0,1333101391
415,4499,4.5,1382469738
490,79132,4.0,1324370959
562,5618,4.0,1368892289
573,102445,5.0,1370377430
63,231,3.0,1443201105
356,56367,3.5,1229143083
217,1779,3.0,955942327
452,2160,5.0,1013396622
140,422,4.0,951163625
298,95088,3.0,1450441378
318,3521,4.5,1315331422
105,4299,3.0,1446749880
599,806,1.5,1498504671
68,60126,3.5,1230498399
606,5378,3.5,1197932961
227,260,3.5,1447189626
559,725,3.0,865096213
247,4995,4.0,1467644359
199,1356,3.5,1061308947
408,82461,4.0,1467371107
298,85401,2.5,1447517802
610,8807,4.0,1493847162
105,8464,4.0,1446749788
71,62,4.0,864737933
304,377,3.0,891173554
111,84374,2.5,1516151579
474,3996,4.0,1116853568
453,5388,1.0,1034602280
4,3591,1.0,986935199
290,3421,3.0,974942824
448,3263,4.0,1019131482
408,1517,4.0,1468253333
182,3698,4.0,1054783050
483,637,3.5,1181495934
465,2871,4.0,959896090
305,71530,2.5,1460136883
523,103772,5.0,1503126360
13,597,3.0,987456968
249,88699,3.0,1355366229
596,858,3.5,1535709558
555,3498,5.0,978744145
476,215,4.0,835022085
429,281,4.0,828124616
38,208,1.0,841341271
489,57640,4.5,1333232483
561,111759,1.5,1491091102
140,4167,3.0,1014225063
318,73017,3.5,1267471917
564,140711,4.0,1481817674
414,3786,2.0,1011208551
298,61729,0.5,1447517299
414,595,3.0,961518975
439,356,5.0,1436943906
599,2694,2.5,1498518544
245,3252,3.0,951183441
103,2231,5.0,1431968370
250,3408,5.0,1121217875
540,48516,5.0,1180330457
555,2458,4.0,980125072
590,3398,3.5,1258427027
391,2171,3.0,1030945301
4,3083,5.0,964622487
474,733,4.0,1100291781
414,46335,2.5,1216150591
509,133419,5.0,1435997941
414,2447,4.0,961438662
414,5553,4.0,1034001886
580,8730,4.5,1212342561
438,216,3.0,1106189341
583,356,4.0,1481474148
10,109853,4.0,1455357656
448,3593,1.0,1173725692
74,337,4.0,1207501280
179,231,3.0,840907418
437,222,4.0,859721815
202,3834,3.0,974923361
15,48780,4.5,1510572075
603,608,5.0,963179293
351,85342,3.5,1325979370
610,55830,3.5,1479543285
567,102445,2.0,1525288448
489,44694,4.5,1333023212
318,6874,3.0,1261342621
219,5266,3.5,1200978030
288,3833,2.0,976139017
326,91658,2.5,1324920658
525,2144,4.0,1476477528
412,924,5.0,939114775
33,1487,3.0,939716855
19,372,1.0,965706507
579,3299,4.0,966069287
452,2916,4.0,1013395144
417,6016,5.0,1529284353
57,1748,3.0,965796495
187,1617,4.0,1161850261
438,3896,3.5,1105665732
135,1610,3.0,1009691144
480,31696,3.0,1179164448
111,81537,3.5,1516151406
112,788,1.5,1513989994
89,6156,4.0,1520408712
182,2606,3.0,1055156398
590,52722,3.0,1258417005
108,5303,5.0,1042839719
113,2724,2.0,980051234
19,2606,4.0,965705117
428,2470,2.0,1111489687
448,150,3.0,1019137611
104,500,3.0,1048587670
368,2307,3.0,975829365
448,69453,1.0,1492455266
484,60684,3.0,1342296465
328,6807,5.0,1494211897
307,1485,3.0,1186161634
386,318,3.0,842610228
560,64969,2.5,1469649199
590,2804,4.0,1258418048
590,59315,3.5,1266472391
219,19,2.5,1194932235
525,5991,4.5,1476478362
4,708,4.0,986935230
448,6798,3.0,1064153909
438,5954,3.0,1105665715
603,253,3.0,963176251
274,7258,3.5,1172110419
608,420,2.5,1117408415
83,3155,3.5,1332839913
424,293,4.0,1457845787
474,8008,3.5,1084538629
346,750,4.5,1125857842
68,3786,1.0,1275957676
599,26871,2.0,1519243891
198,2455,4.0,1034135531
453,3108,3.0,1005966862
606,1206,4.5,1171236748
380,1909,4.0,1493667724
448,788,3.0,1019128497
137,3679,4.0,1204863679
24,5064,4.5,1458941650
448,2412,2.0,1019124908
573,8961,4.5,1186589698
525,52975,4.0,1476477866
448,589,3.0,1019124194
215,1246,4.5,1260909222
339,44555,4.5,1460183210
603,348,5.0,963178168
227,79132,3.5,1447189842
567,155288,3.5,1525286154
381,1584,3.5,1165975865
361,5296,3.5,1204041679
448,1125,4.0,1019127479
156,1213,4.0,1106855028
438,3852,3.5,1105654001
100,4308,4.5,1100186012
122,7451,4.5,1461561791
65,4993,3.5,1494767062
415,480,4.0,1382470250
238,2471,3.0,1007932113
484,1258,3.5,1342229148
274,2291,3.0,1171428345
561,99114,3.0,1491091040
567,182823,1.0,1525289422
307,1387,3.0,1186161485
28,68237,3.0,1277001822
234,2081,5.0,1004409429
448,109191,1.5,1424020656
474,3088,3.0,978575778
599,53022,3.0,1519127501
13,47,5.0,987895819
448,62999,3.5,1261909136
510,6787,4.5,1141159450
73,8807,4.0,1464275372
245,745,3.0,951183163
570,52328,3.5,1181555656
18,4239,4.0,1476901503
19,2581,3.0,965706839
599,4563,2.0,1519253312
590,1474,1.0,1258417674
28,356,4.0,1243837724
489,1438,2.0,1333232512
174,296,3.0,848486904
354,2424,4.0,1200953137
345,2366,3.5,1342826788
274,63072,3.5,1284687292
414,5316,3.5,1064941652
432,2762,4.0,1316391535
572,924,5.0,945889997
40,367,4.0,832059676
182,2009,4.0,1054780030
249,105213,4.0,1387439942
334,56174,3.5,1229959334
51,7569,5.0,1230930769
590,762,2.0,1258422193
432,1206,4.0,1315243615
140,318,4.0,942840891
288,1078,3.0,978559210
525,137337,2.5,1476477228
599,1197,3.5,1498501425
438,3114,4.5,1105649521
480,33495,3.5,1179166091
256,79695,4.0,1446581279
606,30749,3.5,1181333904
328,1270,4.0,1494210806
212,87234,4.0,1490139271
4,3788,3.0,964539085
599,110501,3.0,1498531327
567,111781,2.5,1525287910
222,3623,1.5,1391354095
603,2956,4.0,953928295
307,49272,3.5,1186087676
226,231,5.0,1095662679
354,48516,4.0,1200870273
474,1082,3.5,1098104429
143,40962,3.0,1444880385
570,1219,3.0,1181478116
274,56805,3.0,1199348393
483,1320,2.5,1215895327
59,1918,3.0,953609496
474,1249,3.5,1081177621
469,1061,3.0,965336773
594,4991,4.0,1108975876
485,457,4.0,837943320
412,2542,4.0,939114354
56,19,5.0,835799219
27,1566,2.0,962685318
16,2959,3.5,1377476874
156,1517,3.0,1106855162
425,2617,3.5,1085476615
78,2746,1.5,1252573264
79,1261,5.0,975282070
307,158,1.5,1186161857
399,356,5.0,1167220295
509,33615,2.0,1435994238
475,5349,5.0,1498030075
586,91529,4.5,1529899306
603,942,5.0,953925390
537,2329,4.5,1424141439
414,1918,2.0,961439052
517,986,2.5,1487956303
603,2959,4.0,963176105
313,3081,4.0,1030475654
59,965,5.0,953610267
474,1810,2.5,1081862512
20,2700,4.5,1054038561
504,5812,4.5,1072066301
249,68793,2.5,1430482919
446,357,4.0,843839327
602,252,3.0,840875876
488,7153,5.0,1112382196
286,4963,4.0,1119563928
601,1193,4.0,1521467829
274,34534,3.5,1171830482
448,128592,1.0,1459258497
190,4896,5.0,1504310080
181,21,2.0,845469555
292,101864,4.0,1421974468
562,7079,4.5,1368896437
414,1658,3.0,961514407
510,35836,4.5,1141159422
219,2580,4.5,1198522624
249,122924,4.0,1463928984
210,435,1.5,1537087956
606,4357,4.5,1171327795
288,7361,4.5,1110812056
525,1210,4.0,1476475901
594,1652,4.5,1129084112
273,248,4.0,835860928
524,150,5.0,851608745
525,953,3.5,1476481374
370,2115,4.0,1159164152
414,1222,5.0,961512442
156,4973,4.0,1106882006
32,1036,5.0,856737338
599,3259,3.0,1498521459
74,1247,4.0,1207502433
394,208,1.0,838994311
606,44301,3.5,1209754486
166,1193,4.0,1188926309
119,3452,5.0,1435944634
167,1257,3.0,1154721684
182,5378,3.0,1054781747
279,55363,5.0,1506395302
119,72998,5.0,1437859238
606,42004,4.0,1174696100
68,3556,3.0,1158535348
555,3505,4.0,978821633
198,912,5.0,1034134297
64,4720,3.5,1161528797
509,7151,3.0,1435995007
298,76175,1.0,1447599679
563,88785,3.0,1448253813
315,2067,4.0,939920310
517,4246,3.0,1487957242
397,5650,2.5,1181966759
221,4447,3.0,1111177873
58,161,4.0,847718580
426,3255,4.0,1451082080
381,2105,3.0,1164877040
523,527,4.5,1507987986
599,610,3.5,1498797422
266,198,3.0,945670117
73,69481,4.5,1464275319
570,509,3.5,1181477969
216,1197,3.0,975212110
541,434,3.0,835642985
182,3185,4.0,1075765213
182,3535,4.5,1055153254
65,44191,4.5,1494767097
387,6748,3.0,1154834566
68,58295,3.5,1230498651
573,6333,4.0,1248842394
191,85,5.0,829759809
239,3052,4.0,1221158664
590,1597,3.0,1258419847
200,1393,4.0,1229886849
298,134368,1.0,1467489221
44,1552,4.0,869252458
182,441,4.0,1054784213
288,3481,3.0,991141864
63,4223,3.5,1443200695
414,160980,3.5,1519593256
387,31658,3.5,1158044012
606,7101,2.5,1173396473
551,1704,4.5,1504316399
222,4963,4.0,1391350622
365,120466,2.5,1489796871
438,4721,4.0,1105664722
414,4215,2.0,986219548
166,3623,3.5,1190827467
474,5707,3.0,1094562957
82,1485,3.5,1084521253
124,1405,4.0,1336409664
474,2803,2.5,1060105625
58,224,3.0,847719065
202,2115,3.0,974923259
182,5095,4.5,1055155071
380,6957,4.0,1494267408
274,67087,3.0,1256144320
469,2289,4.0,965336980
368,2278,3.0,971275863
140,3578,4.0,973265043
525,112552,3.0,1476476536
219,965,4.5,1194680879
474,5989,4.0,1087831605
215,296,3.5,1260909003
523,103141,4.0,1503126418
68,34150,3.5,1158534633
495,4958,3.0,1458636285
304,2997,3.0,941349536
382,1702,3.5,1515161690
414,72378,2.0,1273977791
448,116419,1.5,1421591835
464,1625,5.0,1275549320
414,49286,2.5,1199721825
452,1954,4.0,1013394745
190,1704,4.0,1504309949
567,48780,3.5,1525286462
429,257,4.0,828124616
462,74545,4.5,1268537211
387,26231,4.0,1198139804
563,1968,5.0,1441846326
103,2411,4.0,1431969339
119,89087,4.5,1459195755
564,88405,5.0,1478451675
182,2551,4.5,1055153092
354,377,4.0,1200870226
198,3246,5.0,1034136008
567,113378,1.0,1525289382
414,198,3.0,961514795
387,922,4.0,1125886206
527,3448,5.0,1033174070
318,8368,3.0,1256504212
115,3354,3.0,970838690
285,6978,3.5,1451151808
57,2354,1.0,972174599
201,593,5.0,939832910
111,2167,3.5,1518640804
248,106002,3.5,1534591836
417,4993,5.0,1529284448
274,5165,4.0,1172008244
263,1247,3.0,945849879
414,4290,2.0,992878662
156,8228,5.0,1109452344
64,1092,4.5,1161559720
387,7438,4.0,1123313523
301,8961,4.0,1211377317
19,3809,3.0,965706415
405,70,4.0,1295917097
122,103042,4.0,1461561822
448,350,2.5,1061899719
483,2468,3.5,1215898587
438,405,3.0,1105670862
119,5952,4.5,1435944765
216,4034,5.0,982169907
272,84152,4.0,1533566246
313,3727,5.0,1030475717
217,3168,3.0,955942076
346,44555,4.0,1172692089
606,7705,4.0,1175781407
563,52287,3.5,1441846461
274,345,4.0,1248336612
298,63992,0.5,1447516975
226,3703,4.0,1159219758
474,7888,3.5,1099315952
606,1735,3.5,1173484234
555,3758,4.0,978842001
469,1304,4.0,965333794
340,1356,5.0,848666265
525,4054,3.0,1476476988
590,926,4.0,1258416492
93,60,4.0,942946445
28,44204,3.0,1234571477
328,6936,5.0,1494211382
167,6480,3.0,1154722483
336,1,4.0,1122227329
387,915,3.5,1094877857
590,1307,3.0,1258420830
131,3178,3.0,1349838715
414,167570,4.0,1511535836
414,27822,3.0,1216150016
391,991,4.0,1031030749
525,33493,3.0,1476475848
305,1221,5.0,1460135167
606,2708,4.0,1173570359
226,2515,2.0,1096421612
548,3578,4.0,1488243584
387,7327,4.5,1123218058
50,175485,0.5,1514240073
563,91628,2.5,1446856793
577,780,3.0,945966506
226,4085,4.0,1097546062
596,66097,4.0,1535709650
495,1259,4.5,1458635281
57,1682,4.0,972172686
298,3210,3.0,1447584579
495,3948,4.0,1458635890
70,1270,4.0,1355198332
368,3432,2.0,975830385
51,5568,4.0,1230931907
527,1848,4.0,1033175938
513,1304,4.5,1159980393
562,7147,4.0,1368895092
608,5785,2.0,1117415697
273,497,5.0,835860894
297,628,3.0,900872083
118,25,2.0,944924731
561,101864,2.0,1491091428
220,2716,5.0,1230059742
603,3102,3.0,953927884
391,377,2.0,1030826512
105,7099,4.0,1446572369
24,69406,3.0,1458941342
431,158,1.0,1267051813
382,110553,3.5,1515173317
351,67255,4.0,1328625658
414,7165,3.0,1103522460
419,4995,3.5,1321757429
32,761,4.0,856736316
158,1345,3.5,1290764755
380,65514,5.0,1494696245
156,1237,4.0,960646812
282,2959,4.5,1378495804
599,32515,2.5,1519178064
265,593,5.0,965316107
240,328,5.0,849123049
198,4448,2.0,1039796861
75,1372,4.0,1158968308
111,4734,3.0,1516143868
356,104,3.0,1232430472
438,6536,3.5,1105654008
322,8228,3.5,1217675233
263,6299,3.5,1090948238
18,86332,3.5,1455051197
414,6851,3.5,1065800107
580,5903,5.0,1167790409
567,58301,4.5,1525283351
282,6287,3.5,1378489053
573,96079,5.0,1370377579
307,616,2.5,1186085259
592,303,3.0,837354179
606,1584,3.5,1171831415
298,6281,1.5,1449592224
318,8984,3.5,1262806259
220,733,4.0,1230055810
608,193,3.0,1117504783
365,44004,4.0,1491088131
6,312,1.0,845555151
380,102716,3.0,1494708837
425,4886,4.0,1085492374
201,1580,4.0,939821323
567,111362,3.0,1525287093
596,59315,3.5,1535627196
105,158402,2.5,1526208164
221,27815,3.5,1121365450
474,3093,3.0,1100291895
448,142222,3.0,1490451226
438,7458,3.0,1105665486
474,8482,3.5,1086191943
202,3358,4.0,974924147
235,457,4.0,841422350
282,54286,4.0,1514068393
563,112552,4.5,1448077006
122,60069,5.0,1461561372
474,7293,3.5,1100292444
64,364,4.0,1161520878
111,72998,2.0,1516140751
428,4270,1.0,1111623482
554,901,4.0,944900345
474,6942,3.5,1083589253
414,544,2.0,961516093
96,1587,2.0,964774275
304,110,5.0,891172978
28,5782,4.5,1234338696
351,8970,3.5,1328288287
462,4878,2.0,1137445400
608,1760,0.5,1117506736
217,1275,2.0,955942145
606,2732,4.5,1171328254
274,55820,4.0,1200125567
19,839,1.0,965712018
203,3671,2.5,1390094505
288,3255,4.0,976121389
305,111364,0.5,1531480432
604,173,3.0,832080093
606,45517,3.5,1171578534
480,5528,2.5,1179164198
448,86298,2.0,1341165882
448,1240,3.0,1019124194
85,1624,1.0,889468582
91,2076,4.0,1112716797
438,737,2.0,1105670792
385,172,3.0,834691790
448,2393,4.0,1019124546
89,2987,1.5,1520408350
79,2916,4.0,975282070
606,36527,4.0,1183640405
167,1307,3.0,1154723169
361,2529,2.0,1204046002
238,1092,4.0,1007931897
387,153,3.0,1094938517
414,6595,2.5,1091716608
115,3273,4.0,963706826
606,3306,4.0,1171501158
599,1799,3.0,1498615494
18,6870,4.0,1456780831
448,165139,2.0,1495290834
368,2427,3.0,975828999
600,101,4.5,1237851915
288,2,2.0,978467973
453,364,5.0,972620975
437,1171,4.0,859721766
225,1259,5.0,949111340
231,1196,3.5,1433089453
4,3809,3.0,986936207
599,2458,2.0,1519180614
432,3623,3.0,1328232854
305,84152,4.5,1460135997
448,148592,3.0,1487797588
428,5254,2.5,1111525675
352,49530,5.0,1493674158
403,58998,4.0,1225243690
327,1923,5.0,1234789706
28,6534,2.5,1234516304
75,1320,3.0,1158967195
95,3019,5.0,1043340112
434,1213,4.5,1270604002
270,5,3.0,853918793
372,858,5.0,874415441
580,5481,3.5,1167673460
563,55451,3.5,1448591058
602,19,2.0,840875700
573,1148,5.0,1186590015
88,74795,4.0,1331420671
428,1527,4.0,1111623379
476,474,4.0,835022054
509,60937,2.5,1435997273
74,5013,3.5,1207502426
66,4203,4.0,1113189077
600,48783,1.0,1237760925
489,27803,5.0,1355780723
6,7,4.0,845554264
282,480,4.0,1378495620
380,2533,3.0,1494804710
241,1221,4.0,1447536136
488,150,3.5,1112382786
599,74668,3.5,1519179845
137,8228,4.5,1204859721
309,902,4.0,1086565768
416,527,3.5,1187496705
249,48304,3.5,1346755240
369,1466,3.5,1237082089
567,108190,0.5,1525289973
596,109487,3.5,1535709470
466,4718,4.0,1439915434
580,6790,4.5,1212342957
426,6378,2.5,1451080322
140,2683,0.5,1075154511
610,6058,3.0,1493848140
414,1028,4.0,961595525
199,5378,1.5,1119190937
448,6039,3.0,1041963284
524,589,5.0,851608875
249,110102,4.5,1407237218
387,4447,2.5,1132473400
226,5585,3.0,1095712473
414,37240,4.0,1157132436
144,2028,3.5,1137323525
362,608,5.0,1530637256
538,520,5.0,1307845456
385,318,5.0,834691601
110,227,1.0,1175329490
361,4085,3.5,1204046174
387,3018,2.5,1178264402
328,44191,2.0,1494211279
603,1240,4.0,953927348
489,1727,3.5,1332704941
40,330,3.0,832059921
292,77561,4.5,1293563033
599,4308,2.5,1498511831
217,608,5.0,955942801
482,6934,4.0,1105396560
599,1777,2.5,1498515681
182,3879,1.0,1063282664
135,1792,2.0,1009691393
68,3897,3.5,1198454693
352,45081,4.0,1493674893
606,6898,4.0,1171309944
109,154,3.0,841109988
596,7260,3.5,1535832746
244,1242,5.0,975074928
503,68157,4.5,1335219485
182,5011,3.5,1075765378
36,3347,4.5,1100803989
390,2291,5.0,1250341961
40,383,3.0,832060108
64,8641,4.0,1161563852
174,196,2.0,848487194
544,626,5.0,850688776
464,90384,2.0,1325590952
480,3717,3.0,1179165087
286,3578,3.5,1119563209
68,8983,3.5,1261622833
414,7034,5.0,1511541049
469,2858,5.0,965333510
346,3418,3.5,1172692466
212,59315,3.0,1523216487
73,109487,4.5,1464197113
422,1213,5.0,986173244
288,3543,3.0,975692479
122,27773,4.0,1461561548
45,3255,3.0,950740281
437,6,5.0,859721015
298,127202,3.0,1467489440
599,58559,3.5,1498798185
438,7445,4.0,1105650128
199,417,4.0,940544155
249,59014,0.5,1365263562
380,8815,2.0,1494796454
385,367,3.0,834693560
199,11,4.0,940543988
349,500,3.0,834751177
20,107,3.5,1054038320
599,4625,2.0,1498531712
610,1218,5.0,1479542012
608,3087,2.5,1117415466
57,3686,3.0,972174630
292,58299,3.0,1293562974
222,19,3.5,1391351897
483,3996,4.5,1181494870
483,26662,4.0,1178213546
71,589,3.0,864739946
122,112852,4.0,1461561415
216,3422,4.0,975212395
447,552,5.0,836961393
608,293,4.0,1117490629
187,111,4.5,1161849811
288,7158,3.5,1088521385
586,103141,5.0,1529899355
599,1073,3.0,1498532211
19,818,4.0,965707552
339,8376,4.5,1460185270
380,95441,4.0,1493420809
59,1221,4.0,953610986
606,2387,3.0,1171407089
509,27706,3.5,1435994265
425,1259,4.0,1085477741
596,4896,3.5,1535708342
219,7153,3.5,1194686077
317,3897,3.0,1430364914
81,110,3.0,845299756
434,35836,3.5,1270606889
448,2378,4.5,1164622167
182,3869,2.5,1055158369
428,1831,1.0,1111623855
249,1690,3.0,1346754269
298,134808,2.0,1479057258
318,45499,3.5,1265574063
573,46347,4.5,1248841907
241,50,4.0,1447536935
610,89753,4.0,1493849130
274,6664,3.5,1171828354
578,8533,5.0,1300996817
212,103253,2.5,1490115125
610,110286,3.5,1493848644
356,5010,3.0,1229143592
135,3263,4.0,1009692183
290,1944,5.0,974938647
567,110655,1.5,1525288965
600,25923,3.5,1237761828
19,3401,2.0,965703973
274,6957,4.5,1171785223
563,3967,4.0,1439933766
366,6874,4.0,1445546535
610,49272,5.0,1493845898
453,5218,5.0,1034602083
462,146656,4.5,1455645343
599,84601,2.5,1498513878
95,1175,5.0,1105400882
83,1682,5.0,1333170344
555,1374,3.0,978821670
448,3763,4.5,1164622290
111,3174,4.0,1518903923
608,4719,3.5,1117675104
171,1025,4.0,866905858
10,91529,5.0,1455302120
599,911,3.0,1498519832
469,3671,4.0,965336955
474,2206,4.5,1100119901
545,63853,2.5,1240359219
596,68954,3.5,1535627198
256,3593,4.5,1447001226
115,1923,5.0,977610946
484,7147,4.5,1342295150
414,6153,1.5,1053624204
610,4735,2.5,1479543104
290,1699,3.0,974938193
577,3153,5.0,945965717
504,345,4.0,1063644503
45,852,4.0,951170289
606,111,3.5,1171831405
560,1673,4.0,1469654344
279,88129,3.5,1506395072
241,48780,3.5,1447539951
414,39444,3.5,1141773938
434,541,5.0,1270605006
82,1200,3.5,1084467941
202,1385,3.0,974919079
279,71838,3.5,1506395227
563,47516,2.0,1447185311
590,1962,4.0,1258415115
452,648,5.0,1019580795
438,8633,2.0,1105764493
284,236,4.0,832787043
393,45499,2.0,1430507607
608,8874,5.0,1117491297
599,1722,2.5,1498517006
44,1476,5.0,869252362
68,552,3.0,1230498490
89,46578,4.0,1520408344
19,1747,2.0,965706092
123,85414,4.5,1448382206
91,3175,3.5,1112713784
606,4439,3.5,1171309988
275,1747,4.0,1049076522
80,431,4.0,1377308567
509,50796,2.0,1436029203
351,80590,3.5,1326210744
517,135143,3.5,1487966240
469,3846,2.0,965336457
298,3316,1.0,1449592685
448,2403,2.0,1019124400
86,7361,4.5,1344082968
448,87298,3.0,1342211700
470,367,4.0,849075299
577,923,3.0,945966617
119,112183,3.0,1437814564
217,2111,3.0,955944531
414,1689,4.0,961438642
603,4428,4.0,1000194402
175,47382,5.0,1234189512
427,5312,3.0,1053070552
